,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
127,CBS,Tue Jan 02 22:41:51 +0000 2018,It's your last chance to choose the pro football player with the best off-the-field talent! Vote now to decide who… https://t.co/6DjwqU0MB9,0.8516,0.34,0.0,0.66,73
128,CBS,Tue Jan 02 08:00:03 +0000 2018,"New year, new episodes -- all week long! It kicks off with an all-new #NCIS, #Bull and #NCISNOLA tonight starting a… https://t.co/bcmAaUQJtf",0.0,0.0,0.0,1.0,72
129,CBS,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",0.0,0.0,0.0,1.0,71
130,CBS,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,0.7798,0.264,0.0,0.736,70
131,CBS,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",0.0,0.0,0.0,1.0,69
132,CBS,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,0.3612,0.116,0.0,0.884,68
133,CBS,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,0.0857,0.157,0.144,0.699,67
134,CBS,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",0.1511,0.121,0.096,0.783,66
135,CBS,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,0.0,0.0,0.0,1.0,65
136,CBS,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,0.875,0.357,0.0,0.643,64
137,CBS,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",0.7717,0.295,0.0,0.705,63
138,CBS,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,0.8452,0.337,0.0,0.663,62
139,CBS,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",0.0,0.0,0.0,1.0,61
140,CBS,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",0.7003,0.234,0.0,0.766,60
141,CBS,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,0.8398,0.36,0.0,0.64,59
142,CBS,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,0.8221,0.336,0.0,0.664,58
143,CBS,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without ?All Night Long? ? #KCHonors,0.0,0.0,0.0,1.0,57
144,CBS,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,0.8271,0.42,0.0,0.58,56
145,CBS,Wed Dec 27 03:35:29 +0000 2017,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ??,0.8103,0.315,0.0,0.685,55
146,CBS,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,0.0,0.0,0.0,1.0,54
147,CBS,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,0.5255,0.22,0.0,0.78,53
148,CBS,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ???????,0.7096,0.247,0.0,0.753,52
149,CBS,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,0.7345,0.36,0.0,0.64,51
150,CBS,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. ???,0.6124,0.174,0.0,0.826,50
151,CBS,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,0.3699,0.298,0.0,0.702,49
152,CBS,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,0.8748,0.526,0.0,0.474,48
153,CBS,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,0.9601,0.566,0.0,0.434,47
154,CBS,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,0.8908,0.346,0.0,0.654,46
155,CBS,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",0.0,0.0,0.0,1.0,45
156,CBS,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",0.2415,0.218,0.173,0.61,44
157,CBS,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",0.5106,0.191,0.0,0.809,43
158,CBS,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",-0.2263,0.0,0.101,0.899,42
159,CBS,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",0.7574,0.289,0.0,0.711,41
160,CBS,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,0.7974,0.273,0.0,0.727,40
161,CBS,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",0.0,0.0,0.0,1.0,39
162,CBS,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",0.0,0.0,0.0,1.0,38
163,CBS,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",0.8236,0.286,0.0,0.714,37
164,CBS,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,0.7712,0.355,0.0,0.645,36
165,CBS,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,0.743,0.311,0.107,0.583,35
166,CBS,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,0.8687,0.365,0.0,0.635,34
167,CBS,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",-0.1531,0.104,0.127,0.769,33
168,CBS,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,0.9422,0.469,0.0,0.531,32
169,CBS,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",0.6588,0.241,0.0,0.759,31
170,CBS,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",0.6597,0.278,0.0,0.722,30
171,CBS,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,0.5255,0.159,0.0,0.841,29
172,CBS,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",0.8718,0.368,0.0,0.632,28
173,CBS,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",0.6597,0.213,0.0,0.787,27
174,CBS,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,0.3818,0.157,0.0,0.843,26
175,CBS,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",0.743,0.249,0.0,0.751,25
176,CBS,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,0.7222,0.281,0.0,0.719,24
177,CBS,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,0.0,0.0,0.0,1.0,23
178,CBS,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,0.5423,0.143,0.0,0.857,22
179,CBS,Wed Dec 20 01:01:19 +0000 2017,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,0.1139,0.059,0.0,0.941,21
180,CBS,Wed Dec 20 00:14:34 +0000 2017,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",0.7644,0.292,0.0,0.708,20
181,CBS,Tue Dec 19 21:12:50 +0000 2017,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,0.0,0.0,0.0,1.0,19
182,CBS,Tue Dec 19 21:00:03 +0000 2017,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",0.3818,0.148,0.0,0.852,18
183,CBS,Tue Dec 19 15:30:04 +0000 2017,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",0.5719,0.209,0.0,0.791,17
184,CBS,Tue Dec 19 14:42:58 +0000 2017,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",0.0,0.0,0.0,1.0,16
185,CBS,Tue Dec 19 00:39:07 +0000 2017,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",0.6808,0.286,0.0,0.714,15
186,CBS,Mon Dec 18 22:53:34 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,0.875,0.357,0.0,0.643,14
187,CBS,Mon Dec 18 21:32:25 +0000 2017,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",0.8957,0.495,0.0,0.505,13
188,CBS,Mon Dec 18 18:40:55 +0000 2017,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",0.7569,0.288,0.0,0.712,12
189,CBS,Mon Dec 18 00:42:56 +0000 2017,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",0.0,0.0,0.0,1.0,11
190,CBS,Mon Dec 18 00:00:40 +0000 2017,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",0.5093,0.141,0.0,0.859,10
191,CBS,Sun Dec 17 17:48:58 +0000 2017,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",0.8527,0.38,0.044,0.576,9
192,CBS,Sun Dec 17 15:39:38 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,0.7798,0.275,0.0,0.725,8
193,CBS,Sat Dec 16 18:29:05 +0000 2017,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,0.25,0.125,0.0,0.875,7
194,CBS,Sat Dec 16 12:00:07 +0000 2017,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D",0.1867,0.08,0.0,0.92,6
195,CBS,Fri Dec 15 20:23:58 +0000 2017,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq,0.5423,0.143,0.0,0.857,5
196,CBS,Fri Dec 15 14:43:08 +0000 2017,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA,0.6114,0.2,0.0,0.8,4
197,CBS,Thu Dec 14 19:13:25 +0000 2017,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",0.5106,0.202,0.0,0.798,3
198,CBS,Wed Dec 13 23:20:01 +0000 2017,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",0.0,0.0,0.0,1.0,2
199,CBS,Wed Dec 13 18:56:58 +0000 2017,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,0.5093,0.202,0.0,0.798,1
200,CNN,Fri Jan 05 15:56:26 +0000 2018,Trump's first-year jobs record was strong. Just not as strong as Obama's last year. https://t.co/u4Htz8d0Nq https://t.co/FC11KgiDYR,0.765,0.32,0.0,0.68,100
201,CNN,Fri Jan 05 15:38:28 +0000 2018,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut -- all 21,… https://t.co/6vNL9Ih1HC",0.5267,0.207,0.079,0.714,99
202,CNN,Fri Jan 05 15:22:09 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/Mrm5lXXCwz,-0.1531,0.0,0.096,0.904,98
203,CNN,Fri Jan 05 15:06:20 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/nyPQOoB7eJ https://t.co/YoXxH1DBk4,-0.1531,0.0,0.118,0.882,97
204,CNN,Fri Jan 05 14:51:17 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/tFkSAizLUk https://t.co/zs9rHmtoB8,-0.7783,0.0,0.312,0.688,96
205,CNN,Fri Jan 05 14:37:10 +0000 2018,"As the attorney general plans to roll back hands-off marijuana policies from the Obama era, you may be wondering: “… https://t.co/nW9LkMZNPA",0.0,0.0,0.0,1.0,95
206,CNN,Fri Jan 05 14:29:25 +0000 2018,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/FZqagoO0bZ,-0.2263,0.097,0.134,0.769,94
207,CNN,Fri Jan 05 14:17:59 +0000 2018,"Cars were trapped in frozen floodwaters outside Boston on Thursday as frigid temperatures, ice and wind battered th… https://t.co/wkRR5Khtj0",-0.5267,0.0,0.159,0.841,93
208,CNN,Fri Jan 05 14:06:52 +0000 2018,The US economy added more than 2 million jobs in 2017. The unemployment rate stayed at 4.1%. https://t.co/4S9yAw3HZX https://t.co/r6tYIDfYVb,-0.4404,0.0,0.146,0.854,92
209,CNN,Fri Jan 05 13:52:30 +0000 2018,Michael Wolff says he appreciates all the free promotion for his book from President Trump https://t.co/lWGdm79npD,0.765,0.32,0.0,0.68,91
210,CNN,Fri Jan 05 13:39:34 +0000 2018,The good news: the major storm that gripped the East Coast of the US is moving away. The bad news: the Northeast is… https://t.co/rFcGcpOx8L,-0.1531,0.102,0.123,0.775,90
211,CNN,Fri Jan 05 13:26:21 +0000 2018,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/6t2KTE9gpQ,-0.5994,0.0,0.17,0.83,89
212,CNN,Fri Jan 05 13:11:41 +0000 2018,Mark Zuckerberg's goal for 2018 is to fix Facebook https://t.co/vB9mo1T5HJ https://t.co/TEXQ16M3oK,0.0,0.0,0.0,1.0,88
213,CNN,Fri Jan 05 12:58:21 +0000 2018,Caste violence erupts in India over 200-year-old faultline https://t.co/VwlW6PNEpC https://t.co/ZK2Z81ju1Q,-0.6249,0.0,0.313,0.687,87
214,CNN,Fri Jan 05 12:45:49 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/F4GBhaMhUC https://t.co/drCnPAp3GL,-0.1531,0.0,0.118,0.882,86
215,CNN,Fri Jan 05 12:33:34 +0000 2018,Serena Williams won't be defending her Australian Open title after the American withdrew from the first grand slam… https://t.co/tEPJM1n1y9,0.4588,0.143,0.0,0.857,85
216,CNN,Fri Jan 05 12:27:16 +0000 2018,"RT @CNNPolitics: President Trump insisted on a false story about the 2016 Trump Tower meeting, a new book alleges https://t.co/B7rX2VwNi6 h…",0.0,0.0,0.0,1.0,84
217,CNN,Fri Jan 05 12:21:02 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/9hdey99Rns https://t.co/fcXnBsaHG8,-0.7783,0.0,0.312,0.688,83
218,CNN,Fri Jan 05 11:50:35 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/adEIDdGFFQ,0.2732,0.104,0.0,0.896,82
219,CNN,Fri Jan 05 11:39:05 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/9uKy1UCJHP,0.2732,0.104,0.0,0.896,81
220,CNN,Fri Jan 05 15:56:26 +0000 2018,Trump's first-year jobs record was strong. Just not as strong as Obama's last year. https://t.co/u4Htz8d0Nq https://t.co/FC11KgiDYR,0.765,0.32,0.0,0.68,80
221,CNN,Fri Jan 05 15:38:28 +0000 2018,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut -- all 21,… https://t.co/6vNL9Ih1HC",0.5267,0.207,0.079,0.714,79
222,CNN,Fri Jan 05 15:22:09 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/Mrm5lXXCwz,-0.1531,0.0,0.096,0.904,78
223,CNN,Fri Jan 05 15:06:20 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/nyPQOoB7eJ https://t.co/YoXxH1DBk4,-0.1531,0.0,0.118,0.882,77
224,CNN,Fri Jan 05 14:51:17 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/tFkSAizLUk https://t.co/zs9rHmtoB8,-0.7783,0.0,0.312,0.688,76
225,CNN,Fri Jan 05 14:37:10 +0000 2018,"As the attorney general plans to roll back hands-off marijuana policies from the Obama era, you may be wondering: “… https://t.co/nW9LkMZNPA",0.0,0.0,0.0,1.0,75
226,CNN,Fri Jan 05 14:29:25 +0000 2018,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/FZqagoO0bZ,-0.2263,0.097,0.134,0.769,74
227,CNN,Fri Jan 05 14:17:59 +0000 2018,"Cars were trapped in frozen floodwaters outside Boston on Thursday as frigid temperatures, ice and wind battered th… https://t.co/wkRR5Khtj0",-0.5267,0.0,0.159,0.841,73
228,CNN,Fri Jan 05 14:06:52 +0000 2018,The US economy added more than 2 million jobs in 2017. The unemployment rate stayed at 4.1%. https://t.co/4S9yAw3HZX https://t.co/r6tYIDfYVb,-0.4404,0.0,0.146,0.854,72
229,CNN,Fri Jan 05 13:52:30 +0000 2018,Michael Wolff says he appreciates all the free promotion for his book from President Trump https://t.co/lWGdm79npD,0.765,0.32,0.0,0.68,71
230,CNN,Fri Jan 05 13:39:34 +0000 2018,The good news: the major storm that gripped the East Coast of the US is moving away. The bad news: the Northeast is… https://t.co/rFcGcpOx8L,-0.1531,0.102,0.123,0.775,70
231,CNN,Fri Jan 05 13:26:21 +0000 2018,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/6t2KTE9gpQ,-0.5994,0.0,0.17,0.83,69
232,CNN,Fri Jan 05 13:11:41 +0000 2018,Mark Zuckerberg's goal for 2018 is to fix Facebook https://t.co/vB9mo1T5HJ https://t.co/TEXQ16M3oK,0.0,0.0,0.0,1.0,68
233,CNN,Fri Jan 05 12:58:21 +0000 2018,Caste violence erupts in India over 200-year-old faultline https://t.co/VwlW6PNEpC https://t.co/ZK2Z81ju1Q,-0.6249,0.0,0.313,0.687,67
234,CNN,Fri Jan 05 12:45:49 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/F4GBhaMhUC https://t.co/drCnPAp3GL,-0.1531,0.0,0.118,0.882,66
235,CNN,Fri Jan 05 12:33:34 +0000 2018,Serena Williams won't be defending her Australian Open title after the American withdrew from the first grand slam… https://t.co/tEPJM1n1y9,0.4588,0.143,0.0,0.857,65
236,CNN,Fri Jan 05 12:27:16 +0000 2018,"RT @CNNPolitics: President Trump insisted on a false story about the 2016 Trump Tower meeting, a new book alleges https://t.co/B7rX2VwNi6 h…",0.0,0.0,0.0,1.0,64
237,CNN,Fri Jan 05 12:21:02 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/9hdey99Rns https://t.co/fcXnBsaHG8,-0.7783,0.0,0.312,0.688,63
238,CNN,Fri Jan 05 11:50:35 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/adEIDdGFFQ,0.2732,0.104,0.0,0.896,62
239,CNN,Fri Jan 05 11:39:05 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/9uKy1UCJHP,0.2732,0.104,0.0,0.896,61
240,CNN,Fri Jan 05 10:51:05 +0000 2018,The good news: the major storm that gripped the East Coast of the US is moving away. The bad news: the Northeast is… https://t.co/5zdTbjZArf,-0.1531,0.102,0.123,0.775,60
241,CNN,Fri Jan 05 10:13:36 +0000 2018,The US is suspending security assistance to Pakistan over what it says is a failure by the country to adequately cr… https://t.co/vDazvNPtEl,-0.2263,0.097,0.134,0.769,59
242,CNN,Fri Jan 05 09:45:37 +0000 2018,Apple says all Macs and iOS devices affected by chip flaws https://t.co/mzcrfaQRs6 https://t.co/q2mFCTfGkP,-0.1531,0.0,0.118,0.882,58
243,CNN,Fri Jan 05 09:17:04 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/jvy6hcEwgl https://t.co/Jd0GPfzamr,-0.7783,0.0,0.312,0.688,57
244,CNN,Fri Jan 05 09:08:07 +0000 2018,"World's longest glass bridge opens in Hebei, China https://t.co/x2LXU1WTsX (via @CNNTravel) https://t.co/YDQBpZ4jxc",0.0,0.0,0.0,1.0,56
245,CNN,Fri Jan 05 08:59:08 +0000 2018,Mark Zuckerberg's goal for 2018 is to fix Facebook https://t.co/yUiNF4XUz9 https://t.co/6iLFyTHowi,0.0,0.0,0.0,1.0,55
246,CNN,Fri Jan 05 08:49:32 +0000 2018,Serena Williams won't be defending her Australian Open title after the American withdrew from the first grand slam… https://t.co/CaVURk0eXy,0.4588,0.143,0.0,0.857,54
247,CNN,Fri Jan 05 08:39:25 +0000 2018,Caste violence erupts in India over 200-year-old faultline https://t.co/i8v1VWyplO https://t.co/9vC2AWAEID,-0.6249,0.0,0.313,0.687,53
248,CNN,Fri Jan 05 08:30:37 +0000 2018,Toshiba's disastrous foray into the US nuclear business is coming to an end -- the Japanese conglomerate is selling… https://t.co/3fe3iUXrsq,-0.5994,0.0,0.17,0.83,52
249,CNN,Fri Jan 05 08:17:38 +0000 2018,North Korea has accepted South Korea's proposal for official talks. The person-to-person talks will be held on Janu… https://t.co/Zot7j1Ly1c,0.2732,0.104,0.0,0.896,51
250,CNN,Fri Jan 05 08:04:11 +0000 2018,"Egypt and Liverpool striker Mohamed Salah has been named African Player of the Year, beating his club teammate Sadi… https://t.co/WSJrWPa864",-0.4588,0.0,0.136,0.864,50
251,CNN,Fri Jan 05 07:45:04 +0000 2018,Researchers have revealed two vulnerabilities in computer processors affecting billions of devices around the world… https://t.co/R5XbKOH5NY,-0.1531,0.0,0.096,0.904,49
252,CNN,Fri Jan 05 07:30:15 +0000 2018,This amateur astronomer took a unique photo of the International Space Station passing in front of the sun… https://t.co/lkeu6Pj05f,0.0,0.0,0.0,1.0,48
253,CNN,Fri Jan 05 07:15:05 +0000 2018,Sean Spicer on his time as White House press secretary: There were times I screwed up https://t.co/EbFVGkhl3J https://t.co/B35E1qmGpQ,-0.4939,0.0,0.167,0.833,47
254,CNN,Fri Jan 05 07:08:03 +0000 2018,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/0Jc6vl5MkY https://t.co/hdaWF35WL8,-0.7783,0.0,0.312,0.688,46
255,CNN,Fri Jan 05 07:00:08 +0000 2018,Hours after a personal attorney for President Trump sent a cease and desist letter to the publisher and author of a… https://t.co/GCjDh0DwVG,0.0,0.0,0.0,1.0,45
256,CNN,Fri Jan 05 06:53:06 +0000 2018,Beachwear buyout: Quiksilver is merging with Billabong https://t.co/9T2rEqfBPX https://t.co/SG1DMJfdyo,0.0,0.0,0.0,1.0,44
257,CNN,Fri Jan 05 06:45:07 +0000 2018,The case for President Trump's mental fitness | Analysis by @CillizzaCNN https://t.co/RPmVENn04A https://t.co/JD9p20ZBmx,0.2732,0.16,0.0,0.84,43
